fip_weight,travel_penalty,prob_shrinkage,accuracy,log_loss,brier,games,season
10,20,0.08,0.5633744855967078,0.6858875726163193,0.2462300251794744,2430,2025
20,25,0.06,0.5650205761316872,0.6859058322205667,0.24611230205766343,2430,2025
10,25,0.08,0.562962962962963,0.6859645583731039,0.24626410683007402,2430,2025
15,0,0.06,0.5621399176954732,0.6864241729760423,0.24638468408992253,2430,2025
15,10,0.06,0.562962962962963,0.6865667959709933,0.24644727128912702,2430,2025
15,15,0.06,0.562962962962963,0.6866442777062138,0.24648111104392056,2430,2025
15,20,0.06,0.562962962962963,0.686725823559061,0.24651660995901728,2430,2025
35,0,0.04,0.5674897119341564,0.6867665653439203,0.24625261359682274,2430,2025
15,25,0.06,0.5633744855967078,0.6868113936714502,0.24655373725181884,2430,2025
0,0,0.1,0.5576131687242798,0.6868473084484036,0.24675492311149919,2430,2025
30,0,0.04,0.5625514403292181,0.6868688601805815,0.24635557592583127,2430,2025
40,0,0.04,0.5683127572016461,0.6869036140474638,0.24624805000580155,2430,2025
35,10,0.04,0.5674897119341564,0.6869293813763435,0.24632095326594083,2430,2025
0,10,0.1,0.5592592592592592,0.6869610502748705,0.24680696984787615,2430,2025
35,15,0.04,0.5674897119341564,0.6870175072829221,0.2463578378809663,2430,2025
0,15,0.1,0.5592592592592592,0.6870229052216343,0.24683512593917398,2430,2025
30,10,0.04,0.5625514403292181,0.6870302715709464,0.24642383884699579,2430,2025
40,10,0.04,0.5683127572016461,0.6870676830145026,0.2463163784458894,2430,2025
0,20,0.1,0.5588477366255145,0.6870880342934995,0.24686467048624072,2430,2025
35,20,0.04,0.5679012345679012,0.6871100646770941,0.24639649385654877,2430,2025
30,15,0.04,0.562962962962963,0.6871177408506101,0.2464607028432649,2430,2025
40,15,0.04,0.5679012345679012,0.6871563862908318,0.24635323735210013,2430,2025
0,25,0.1,0.5588477366255145,0.6871563982817194,0.24689557672306178,2430,2025
35,25,0.04,0.5674897119341564,0.6872070156196127,0.24643689013512138,2430,2025
30,20,0.04,0.5625514403292181,0.6872096719784361,0.24649934917442384,2430,2025
25,0,0.04,0.5588477366255145,0.6872180995968112,0.2465624077193242,2430,2025
40,20,0.04,0.5683127572016461,0.6872494885064641,0.24639185516511034,2430,2025
30,25,0.04,0.562962962962963,0.6873060269010979,0.24653974611148444,2430,2025
40,25,0.04,0.568724279835391,0.6873469518990929,0.2464322015631366,2430,2025
25,10,0.04,0.5588477366255145,0.687377962088445,0.2466305090307881,2430,2025
25,15,0.04,0.5592592592592592,0.687464698940079,0.24666730759163227,2430,2025
25,20,0.04,0.5592592592592592,0.6875559256303279,0.24670589794343087,2430,2025
10,0,0.06,0.5617283950617284,0.687573917400932,0.2469343774825309,2430,2025
25,25,0.04,0.5592592592592592,0.6876516040527662,0.24674624774440582,2430,2025
10,10,0.06,0.5625514403292181,0.6877148542788176,0.24699658506133365,2430,2025
10,15,0.06,0.562962962962963,0.6877915198602536,0.24703024213475394,2430,2025
20,0,0.04,0.5641975308641975,0.6878212598810839,0.24687807721169952,2430,2025
10,20,0.06,0.5633744855967078,0.6878722676691249,0.24706556256932075,2430,2025
10,25,0.06,0.562962962962963,0.687957057946662,0.2471025151591053,2430,2025
20,10,0.04,0.5637860082304527,0.6879794377285912,0.24694593513159543,2430,2025
20,15,0.04,0.5641975308641975,0.6880653703682715,0.2469826250166662,2430,2025
20,20,0.04,0.5646090534979424,0.688155818304251,0.24702111464754511,2430,2025
20,25,0.04,0.5650205761316872,0.6882507434354069,0.24706137112243629,2430,2025
0,0,0.08,0.5576131687242798,0.688601993482077,0.24751440076267123,2430,2025
15,0,0.04,0.5621399176954732,0.6886845375568431,0.24730679132391323,2430,2025
0,10,0.08,0.5592592592592592,0.6887270922374477,0.24757095168389895,2430,2025
0,15,0.08,0.5592592592592592,0.6887952244256271,0.2476015698577953,2430,2025
15,10,0.04,0.562962962962963,0.688840904402584,0.2473743266199397,2430,2025
0,20,0.08,0.5588477366255145,0.6888670292362501,0.24763371336381163,2430,2025
15,15,0.04,0.562962962962963,0.68892596553577,0.2474108659722485,2430,2025
0,25,0.08,0.5588477366255145,0.688942466845276,0.24766735292327494,2430,2025
15,20,0.04,0.562962962962963,0.6890155647495976,0.2474492115921584,2430,2025
15,25,0.04,0.5633744855967078,0.6891096640035972,0.24748933006651713,2430,2025
30,0,0.02,0.5625514403292181,0.689707490726084,0.24744669612986808,2430,2025
35,0,0.02,0.5674897119341564,0.6897470811544183,0.24738456896137742,2430,2025
10,0,0.04,0.5617283950617284,0.6898131921686514,0.24785173573523606,2430,2025
30,10,0.02,0.5625514403292181,0.6898845668368132,0.24752010824329426,2430,2025
35,10,0.02,0.5674897119341564,0.6899258713382649,0.2474580480581292,2430,2025
25,0,0.02,0.5588477366255145,0.6899418146233389,0.2476203571757156,2430,2025
10,10,0.04,0.5625514403292181,0.6899676317252683,0.24791887080679628,2430,2025
30,15,0.02,0.562962962962963,0.6899806428510589,0.2475597756512859,2430,2025
35,15,0.02,0.5674897119341564,0.6900227581325624,0.24749772870349993,2430,2025
10,15,0.04,0.562962962962963,0.6900517589233012,0.24795521874282028,2430,2025
40,0,0.02,0.5683127572016461,0.6900529173031867,0.247427979975176,2430,2025
30,20,0.02,0.5625514403292181,0.690081701765099,0.24760137474523658,2430,2025
25,10,0.02,0.5588477366255145,0.6901170410541146,0.24769360932796058,2430,2025
35,20,0.02,0.5679012345679012,0.690124597084155,0.24753932847484034,2430,2025
10,20,0.04,0.5633744855967078,0.6901404441956501,0.24799337814101782,2430,2025
30,25,0.02,0.562962962962963,0.6901877093560322,0.2476448712146635,2430,2025
25,15,0.02,0.5592592592592592,0.6902122351191036,0.24773321442744756,2430,2025
35,25,0.02,0.5674897119341564,0.6902313540732454,0.24758281379657016,2430,2025
40,10,0.02,0.5683127572016461,0.6902332790008705,0.24750142973196157,2430,2025
10,25,0.04,0.562962962962963,0.6902336496145517,0.2480333151248459,2430,2025
25,20,0.02,0.5592592592592592,0.6903124406474028,0.24777476213122102,2430,2025
40,15,0.02,0.5679012345679012,0.690330902149998,0.2475410729351741,2430,2025
25,25,0.02,0.5592592592592592,0.690417623363254,0.24781821745853594,2430,2025
40,20,0.02,0.5683127572016461,0.6904334446830969,0.2475826211137407,2430,2025
20,0,0.02,0.5641975308641975,0.6904571617821849,0.2479110253642642,2430,2025
40,25,0.02,0.568724279835391,0.6905408726345086,0.2476260414976617,2430,2025
0,0,0.06,0.5576131687242798,0.6906081999485096,0.24836166236580556,2430,2025
20,10,0.02,0.5637860082304527,0.6906304107431085,0.24798402795145316,2430,2025
20,15,0.02,0.5641975308641975,0.6907246554023846,0.24802352338393546,2430,2025
0,10,0.06,0.5592592592592592,0.6907454562137608,0.24842289860026767,2430,2025
0,15,0.06,0.5592592592592592,0.6908203215619407,0.2484560792641947,2430,2025
20,20,0.02,0.5646090534979424,0.6908239377768138,0.24806497070667324,2430,2025
0,20,0.06,0.5588477366255145,0.6908992964072779,0.2484909285607412,2430,2025
20,25,0.02,0.5650205761316872,0.6909282235865521,0.24810833432700113,2430,2025
0,25,0.06,0.5588477366255145,0.6909823413552869,0.24852741458673247,2430,2025
15,0,0.02,0.5621399176954732,0.6912599378114228,0.24832337158184678,2430,2025
15,10,0.02,0.562962962962963,0.6914310900395754,0.24839603786375025,2430,2025
15,15,0.02,0.562962962962963,0.6915243219318832,0.24843537780721306,2430,2025
15,20,0.02,0.562962962962963,0.6916226153645452,0.24847667735956758,2430,2025
15,25,0.02,0.5633744855967078,0.6917259361004509,0.2485199003700347,2430,2025
10,0,0.02,0.5617283950617284,0.6923556986903299,0.24886098135583434,2430,2025
10,10,0.02,0.5625514403292181,0.6925246439963353,0.24893322651802502,2430,2025
10,15,0.02,0.562962962962963,0.6926168041574847,0.2489723662727944,2430,2025
10,20,0.02,0.5633744855967078,0.6927140471613801,0.24901347189456435,2430,2025
10,25,0.02,0.562962962962963,0.6928163388582534,0.24905650672729435,2430,2025
0,0,0.04,0.5576131687242798,0.6928821136774616,0.24929670792090117,2430,2025
30,0,0.0,0.5625514403292181,0.6929532540437358,0.24864194745262733,2430,2025
0,10,0.04,0.5592592592592592,0.6930323923409353,0.24936281059698162,2430,2025
25,0,0.0,0.5588477366255145,0.6930480849192849,0.24877892413130245,2430,2025
0,15,0.04,0.5592592592592592,0.6931144851517108,0.24939865415837106,2430,2025
30,10,0.0,0.5625514403292181,0.693147322352594,0.24872069052824597,2430,2025
35,0,0.0,0.5674897119341564,0.6931634632124958,0.24862443142661278,2430,2025
0,20,0.04,0.5588477366255145,0.693201167298112,0.24943631607702824,2430,2025
25,10,0.0,0.5588477366255145,0.6932399314789466,0.24885750961717815,2430,2025
30,15,0.0,0.562962962962963,0.6932527556667285,0.24876326140039992,2430,2025
0,25,0.04,0.5588477366255145,0.69329240122078,0.2494757617134335,2430,2025
25,15,0.0,0.5592592592592592,0.6933442949880747,0.24890002180540893,2430,2025
35,10,0.0,0.5674897119341564,0.6933596379881493,0.2487032306291374,2430,2025
30,20,0.0,0.5625514403292181,0.6933637544125314,0.2488079192977693,2430,2025
25,20,0.0,0.5592592592592592,0.6934542511446556,0.24894463348703996,2430,2025
20,0,0.0,0.5641975308641975,0.6934548215545161,0.24904136384399259,2430,2025
35,15,0.0,0.5674897119341564,0.6934660809438149,0.2487458066674725,2430,2025
30,25,0.0,0.562962962962963,0.6934802911401816,0.24885462722821208,2430,2025
25,25,0.0,0.5592592592592592,0.6935697723474133,0.2489913069396256,2430,2025
35,20,0.0,0.5679012345679012,0.6935780604997304,0.24879045549300138,2430,2025
20,10,0.0,0.5637860082304527,0.6936443365592533,0.24911969395872027,2430,2025
40,0,0.0,0.5683127572016461,0.6936714312910928,0.24871983146371707,2430,2025
35,25,0.0,0.5674897119341564,0.6936955494085093,0.2488371409148233,2430,2025
20,15,0.0,0.5641975308641975,0.6937475726539417,0.24916209579986578,2430,2025
20,20,0.0,0.5646090534979424,0.6938564268713661,0.2492066078335998,2430,2025
40,10,0.0,0.5683127572016461,0.6938695926038145,0.24879858174677974,2430,2025
20,25,0.0,0.5650205761316872,0.6939708715084916,0.2492531916713574,2430,2025
40,15,0.0,0.5679012345679012,0.6939769829223137,0.24884110772498272,2430,2025
40,20,0.0,0.5683127572016461,0.6940898795339641,0.24888569054662307,2430,2025
15,0,0.0,0.5621399176954732,0.6941797784458529,0.24943442486372433,2430,2025
40,25,0.0,0.568724279835391,0.6942082554452499,0.2489322948993283,2430,2025
15,10,0.0,0.562962962962963,0.6943668582404765,0.24951240502055932,2430,2025
15,15,0.0,0.562962962962963,0.6944689122299296,0.24955464654881504,2430,2025
15,20,0.0,0.562962962962963,0.6945766079697602,0.24959900726124562,2430,2025
15,25,0.0,0.5633744855967078,0.6946899177030021,0.24964544816237227,2430,2025
10,0,0.0,0.5617283950617284,0.6952285814898848,0.24996211434432444,2430,2025
10,10,0.0,0.5625514403292181,0.6954131290768337,0.2500396521950185,2430,2025
0,0,0.02,0.5576131687242798,0.6954433393493075,0.2503195374279582,2430,2025
10,15,0.0,0.562962962962963,0.6955139494716952,0.2500816847246752,2430,2025
0,10,0.02,0.5592592592592592,0.6956075783156961,0.25039068767404105,2430,2025
10,20,0.0,0.5633744855967078,0.695620433308928,0.2501258438299596,2430,2025
0,15,0.02,0.5592592592592592,0.6956974367374582,0.25042929454032475,2430,2025
10,25,0.0,0.562962962962963,0.6957325528232403,0.2501720899664497,2430,2025
0,20,0.02,0.5588477366255145,0.695792412745902,0.2504698759126733,2430,2025
0,25,0.02,0.5588477366255145,0.6958924724909626,0.2505123943033782,2430,2025
0,0,0.0,0.5576131687242798,0.6983160382248039,0.2514301508869766,2430,2025
0,10,0.0,0.5592592592592592,0.6984952585849293,0.2515065298314456,2430,2025
0,15,0.0,0.5592592592592592,0.6985934710466858,0.25154800041005543,2430,2025
0,20,0.0,0.5588477366255145,0.6986973842711253,0.2515916080676758,2430,2025
0,25,0.0,0.5588477366255145,0.6988069706039153,0.25163731235656633,2430,2025
