date,gamePk,status,homeTeam,awayTeam,homeScore,awayScore,venueName,homeStartingPitcherId,homeStartingPitcherName,awayStartingPitcherId,awayStartingPitcherName
2023-08-19,716939,Final,CLE,DET,3,4,Progressive Field,,Tanner Bibee,,Matt Manning
2023-08-19,716932,Final,HOU,SEA,3,10,Minute Maid Park,,Framber Valdez,,Logan Gilbert
2023-08-19,716936,Final,MIN,PIT,4,7,Target Field,,Sonny Gray,,Mitch Keller
2023-08-19,716940,Final,STL,NYM,2,13,Busch Stadium,,Miles Mikolas,,Kodai Senga
2023-08-19,716934,Final,ATL,SF,6,5,Truist Park,,Yonny Chirinos,,Logan Webb
2023-08-19,716933,Final,COL,CWS,11,5,Coors Field,,Kyle Freeland,,Jesse Scholtens
2023-08-19,716930,Final,ATH,BAL,2,7,Oakland Coliseum,,Ken Waldichuk,,Cole Irvin
2023-08-20,716920,Final,HOU,SEA,6,7,Minute Maid Park,,Hunter Brown,,Emerson Hancock
2023-08-20,716927,Final,ATL,SF,3,4,Truist Park,,Max Fried,,Jakob Junis
2023-08-20,716928,Final,NYY,BOS,5,6,Yankee Stadium,,Clarke Schmidt,,Josh Winckowski
2023-08-20,716922,Final,CLE,DET,1,4,Progressive Field,,Logan Allen,,Eduardo Rodriguez
2023-08-20,716924,Final,CIN,TOR,3,10,Great American Ball Park,,Hunter Greene,,Hyun Jin Ryu
2023-08-20,716923,Final,MIN,PIT,2,0,Target Field,,Dallas Keuchel,,Ryan Borucki
2023-08-20,716921,Final,STL,NYM,7,3,Busch Stadium,,Dakota Hudson,,Carlos Carrasco
2023-08-20,716917,Final,CHC,KC,4,3,Wrigley Field,,Kyle Hendricks,,Jordan Lyles
2023-08-20,716918,Final,TEX,MIL,2,6,Globe Life Field,,Max Scherzer,,Adrian Houser
2023-08-20,716916,Final,COL,CWS,5,10,Coors Field,,Chris Flexen,,Dylan Cease
2023-08-20,716914,Final,ATH,BAL,1,12,Oakland Coliseum,,JP Sears,,Kyle Bradish
2023-08-20,716929,Final,WSH,PHI,4,3,Muncy Bank Ballpark,,Trevor Williams,,Zack Wheeler
2023-08-21,716913,Final,DET,CHC,6,7,Comerica Park,,Alex Faedo,,Javier Assad
2023-08-21,716911,Final,PHI,SF,10,4,Citizens Bank Park,,Aaron Nola,,Scott Alexander
2023-08-21,716912,Final,PIT,STL,11,1,PNC Park,,Thomas Hatch,,Drew Rom
2023-08-21,716910,Final,ATL,NYM,4,10,Truist Park,,Allan Winans,,David Peterson
2023-08-21,716908,Final,HOU,BOS,9,4,Minute Maid Park,,Cristian Javier,,James Paxton
2023-08-21,716905,Final,CWS,SEA,2,14,Guaranteed Rate Field,,Touki Toussaint,,Luis Castillo
2023-08-21,716904,Final,ATH,KC,6,4,Oakland Coliseum,,Paul Blackburn,,Tucker Davidson
2023-08-21,716906,Final,AZ,TEX,4,3,Chase Field,,Joe Mantiply,,Jordan Montgomery
2023-08-21,716907,Final,SD,MIA,6,2,Petco Park,,Michael Wacha,,Ryan Weathers
2023-08-22,716896,Final,DET,CHC,8,6,Comerica Park,,Reese Olson,,Drew Smyly
2023-08-22,716898,Final,TB,COL,12,4,Tropicana Field,,Zack Littell,,Ty Blach
2023-08-22,716899,Final,PHI,SF,4,3,Citizens Bank Park,,Taijuan Walker,,Kyle Harrison
2023-08-22,716901,Final,PIT,STL,6,3,PNC Park,,Johan Oviedo,,Adam Wainwright
2023-08-22,716902,Final,BAL,TOR,3,6,Oriole Park at Camden Yards,,Grayson Rodriguez,,Yusei Kikuchi
2023-08-22,716900,Final,NYY,WSH,1,2,Yankee Stadium,,Carlos Rodón,,Josiah Gray
2023-08-22,716897,Final,CLE,LAD,8,3,Progressive Field,,Noah Syndergaard,,Bobby Miller
2023-08-22,716891,Final,ATL,NYM,3,2,Truist Park,,Bryce Elder,,Tylor Megill
2023-08-22,716895,Final,HOU,BOS,7,3,Minute Maid Park,,Justin Verlander,,Tanner Houck
2023-08-22,716893,Final,CWS,SEA,3,6,Guaranteed Rate Field,,Mike Clevinger,,Bryan Woo
2023-08-22,716894,Final,MIL,MIN,7,3,American Family Field,,Wade Miley,,Bailey Ober
2023-08-22,716892,Final,LAA,CIN,3,4,Angel Stadium,,Lucas Giolito,,Graham Ashcraft
2023-08-22,716888,Final,ATH,KC,5,4,Oakland Coliseum,,Dany Jiménez,,Angel Zerpa
2023-08-22,716889,Final,AZ,TEX,6,3,Chase Field,,Zac Gallen,,Jon Gray
2023-08-22,716887,Final,SD,MIA,0,3,Petco Park,,Blake Snell,,Jesús Luzardo
2023-08-23,716886,Final,PIT,STL,4,6,PNC Park,,Luis Ortiz,,Zack Thompson
2023-08-23,716885,Final,DET,CHC,4,6,Comerica Park,,Tarik Skubal,,Jameson Taillon
2023-08-23,716881,Final,CWS,SEA,5,4,Guaranteed Rate Field,,Michael Kopech,,George Kirby
2023-08-23,716882,Final,MIL,MIN,8,7,American Family Field,,Corbin Burnes,,Kenta Maeda
2023-08-23,716884,Final,ATH,KC,0,4,Oakland Coliseum,,Adrián Martinez,,Cole Ragans
2023-08-23,716879,Final,PHI,SF,6,8,Citizens Bank Park,,Michael Lorenzen,,Alex Cobb
2023-08-23,716890,Final,LAA,CIN,4,9,Angel Stadium,,Shohei Ohtani,,Andrew Abbott
2023-08-23,716903,Final,LAA,CIN,3,7,Angel Stadium,,Reid Detmers,,Lyon Richardson
2023-08-23,716883,Final,SD,MIA,4,0,Petco Park,,Seth Lugo,,Sandy Alcantara
2023-08-23,716880,Final,TB,COL,6,5,Tropicana Field,,Aaron Civale,,Austin Gomber
2023-08-23,716874,Final,BAL,TOR,7,0,Oriole Park at Camden Yards,,Dean Kremer,,Kevin Gausman
2023-08-23,716877,Final,NYY,WSH,9,1,Yankee Stadium,,Luis Severino,,MacKenzie Gore
2023-08-23,716875,Final,CLE,LAD,1,6,Progressive Field,,Xzavion Curry,,Clayton Kershaw
2023-08-23,716876,Final,ATL,NYM,7,0,Truist Park,,Charlie Morton,,Jose Quintana
2023-08-23,716878,Final,HOU,BOS,5,7,Minute Maid Park,,José Urquidy,,Chris Sale
2023-08-24,716875,Final,CLE,LAD,1,6,Progressive Field,,Xzavion Curry,,Clayton Kershaw
2023-08-24,716872,Final,NYY,WSH,5,6,Yankee Stadium,,Michael King,,Patrick Corbin
2023-08-24,716869,Final,TB,COL,5,3,Tropicana Field,,Shawn Armstrong,,Peter Lambert
2023-08-24,716873,Final,HOU,BOS,1,17,Minute Maid Park,,J.P. France,,Brayan Bello
2023-08-24,716871,Final,CLE,LAD,3,9,Progressive Field,,Gavin Williams,,Caleb Ferguson
2023-08-24,716870,Final,PIT,CHC,4,5,PNC Park,,Rob Zastryzny,,Justin Steele
2023-08-24,716865,Final,BAL,TOR,5,3,Oriole Park at Camden Yards,,Kyle Gibson,,José Berríos
2023-08-24,716867,Final,MIN,TEX,7,5,Target Field,,Pablo López,,Andrew Heaney
2023-08-24,716864,Final,CWS,ATH,5,8,Guaranteed Rate Field,,Jesse Scholtens,,Ken Waldichuk
2023-08-24,716868,Final,AZ,CIN,3,2,Chase Field,,Merrill Kelly,,Brandon Williamson
2023-08-25,716858,Final,DET,HOU,4,1,Comerica Park,,Matt Manning,,Framber Valdez
2023-08-25,716863,Final,MIA,WSH,4,7,loanDepot park,,Braxton Garrett,,Joan Adon
2023-08-25,716854,Final,TB,NYY,2,6,Tropicana Field,,Zach Eflin,,Gerrit Cole
2023-08-25,716859,Final,BAL,COL,5,4,Oriole Park at Camden Yards,,Cole Irvin,,Kyle Freeland
2023-08-25,716862,Final,PIT,CHC,2,1,PNC Park,,Mitch Keller,,Kyle Hendricks
2023-08-25,716861,Final,PHI,STL,7,2,Citizens Bank Park,,Cristopher Sánchez,,Miles Mikolas
2023-08-25,716860,Final,TOR,CLE,2,5,Rogers Centre,,Chris Bassitt,,Tanner Bibee
2023-08-25,716866,Final,BOS,LAD,4,7,Fenway Park,,Kutter Crawford,,Lance Lynn
2023-08-25,716855,Final,NYM,LAA,1,3,Citi Field,,Kodai Senga,,Patrick Sandoval
2023-08-25,716856,Final,CWS,ATH,4,12,Guaranteed Rate Field,,Dylan Cease,,Zach Neal
2023-08-25,716850,Final,MIN,TEX,12,2,Target Field,,Sonny Gray,,Dane Dunning
2023-08-25,716857,Final,MIL,SD,7,3,American Family Field,,Brandon Woodruff,,Yu Darvish
2023-08-25,716851,Final,AZ,CIN,10,8,Chase Field,,Brandon Pfaadt,,Hunter Greene
2023-08-25,716853,Final,SEA,KC,7,5,T-Mobile Park,,Bryce Miller,,Brady Singer
2023-08-25,716852,Final,SF,ATL,1,5,Oracle Park,,Logan Webb,,Spencer Strider
2023-08-26,716846,Final,TOR,CLE,8,3,Rogers Centre,,Hyun Jin Ryu,,Logan Allen
2023-08-26,716848,Final,SF,ATL,3,7,Oracle Park,,Ryan Walker,,Max Fried
2023-08-26,716849,Final,BOS,LAD,8,5,Fenway Park,,James Paxton,,Julio Urías
2023-08-26,716832,Final,SEA,KC,15,2,T-Mobile Park,,Logan Gilbert,,Jordan Lyles
2023-08-26,716844,Final,MIA,WSH,2,3,loanDepot park,,Eury Pérez,,Jake Irvin
2023-08-26,716845,Final,TB,NYY,3,0,Tropicana Field,,Tyler Glasnow,,Clarke Schmidt
2023-08-26,716843,Final,DET,HOU,2,9,Comerica Park,,Eduardo Rodriguez,,Hunter Brown
2023-08-26,716837,Final,BAL,COL,5,4,Oriole Park at Camden Yards,,Kyle Bradish,,Chris Flexen
2023-08-26,716840,Final,NYM,LAA,3,5,Citi Field,,Carlos Carrasco,,Chase Silseth
2023-08-26,716841,Final,CWS,ATH,6,2,Guaranteed Rate Field,,Touki Toussaint,,JP Sears
2023-08-26,716838,Final,MIL,SD,5,4,American Family Field,,Freddy Peralta,,Pedro Avila
2023-08-26,716842,Final,PIT,CHC,6,10,PNC Park,,Colin Selby,,Jordan Wicks
2023-08-26,716839,Final,MIN,TEX,2,6,Target Field,,Joe Ryan,,Max Scherzer
2023-08-26,716847,Final,PHI,STL,12,1,Citizens Bank Park,,Zack Wheeler,,Dakota Hudson
2023-08-26,716833,Final,AZ,CIN,7,8,Chase Field,,Zach Davies,,Fernando Cruz
2023-08-27,716829,Final,NYM,LAA,3,2,Citi Field,,David Peterson,,Griffin Canning
2023-08-27,716836,Final,BAL,COL,3,4,Oriole Park at Camden Yards,,Jack Flaherty,,Ty Blach
2023-08-27,716831,Final,BOS,LAD,4,7,Fenway Park,,Tanner Houck,,Caleb Ferguson
2023-08-27,716834,Final,PIT,CHC,1,10,PNC Park,,Bailey Falter,,Javier Assad
2023-08-27,716835,Final,PHI,STL,3,0,Citizens Bank Park,,Aaron Nola,,Drew Rom
2023-08-27,716825,Final,TOR,CLE,7,10,Rogers Centre,,Yusei Kikuchi,,Noah Syndergaard
2023-08-27,716830,Final,DET,HOU,4,17,Comerica Park,,Alex Faedo,,Justin Verlander
2023-08-27,716827,Final,MIA,WSH,2,1,loanDepot park,,JT Chargois,,Trevor Williams
2023-08-27,716828,Final,TB,NYY,7,4,Tropicana Field,,Zack Littell,,Carlos Rodón
2023-08-27,716824,Final,MIN,TEX,7,6,Target Field,,Bailey Ober,,Jordan Montgomery
2023-08-27,716826,Final,CWS,ATH,6,1,Guaranteed Rate Field,,Mike Clevinger,,Paul Blackburn
2023-08-27,716822,Final,MIL,SD,10,6,American Family Field,,Adrian Houser,,Michael Wacha
2023-08-27,716821,Final,AZ,CIN,5,2,Chase Field,,Slade Cecconi,,Graham Ashcraft
2023-08-27,716820,Final,SEA,KC,3,2,T-Mobile Park,,Luis Castillo,,Alec Marsh
2023-08-27,716819,Final,SF,ATL,8,5,Oracle Park,,Tristan Beck,,Jared Shuster
2023-08-28,716817,Final,PHI,LAA,6,4,Citizens Bank Park,,Taijuan Walker,,Lucas Giolito
2023-08-28,716808,Final,DET,NYY,1,4,Comerica Park,,Reese Olson,,Luis Severino
2023-08-28,716815,Final,BAL,CWS,9,0,Oriole Park at Camden Yards,,Grayson Rodriguez,,Michael Kopech
2023-08-28,716816,Final,TOR,WSH,6,3,Rogers Centre,,Kevin Gausman,,Josiah Gray
2023-08-28,716814,Final,BOS,HOU,5,13,Fenway Park,,Chris Sale,,Cristian Javier
2023-08-28,716818,Final,NYM,TEX,3,4,Citi Field,,Tylor Megill,,Jon Gray
2023-08-28,716813,Final,MIN,CLE,10,6,Target Field,,Kenta Maeda,,Xzavion Curry
2023-08-28,716809,Final,STL,SD,1,4,Busch Stadium,,Adam Wainwright,,Blake Snell
2023-08-28,716810,Final,CHC,MIL,2,6,Wrigley Field,,Jameson Taillon,,Wade Miley
2023-08-28,716811,Final,KC,PIT,0,5,Kauffman Stadium,,Zack Greinke,,Johan Oviedo
2023-08-28,716812,Final,COL,ATL,4,14,Coors Field,,Austin Gomber,,Bryce Elder
2023-08-28,716804,Final,SEA,ATH,7,0,T-Mobile Park,,Bryan Woo,,Kyle Muller
2023-08-28,716823,Final,SF,CIN,4,1,Oracle Park,,Kyle Harrison,,Andrew Abbott
2023-08-28,716805,Final,LAD,AZ,7,4,Dodger Stadium,,Bobby Miller,,Zac Gallen
2023-08-29,716806,Final,PHI,LAA,12,7,Citizens Bank Park,,Michael Lorenzen,,Tyler Anderson
2023-08-29,716807,Final,MIA,TB,2,11,loanDepot park,,Sandy Alcantara,,Aaron Civale
2023-08-29,716795,Final,DET,NYY,2,4,Comerica Park,,Tarik Skubal,,Michael King
2023-08-29,716800,Final,BAL,CWS,9,3,Oriole Park at Camden Yards,,Dean Kremer,,Jesse Scholtens
2023-08-29,716801,Final,TOR,WSH,4,5,Rogers Centre,,José Berríos,,MacKenzie Gore
2023-08-29,716802,Final,BOS,HOU,2,6,Fenway Park,,Brayan Bello,,J.P. France
2023-08-29,716799,Final,NYM,TEX,1,2,Citi Field,,Jose Quintana,,Andrew Heaney
2023-08-29,716796,Final,MIN,CLE,2,4,Target Field,,Pablo López,,Gavin Williams
2023-08-29,716797,Final,STL,SD,6,5,Busch Stadium,,Zack Thompson,,Seth Lugo
2023-08-29,716798,Final,CHC,MIL,1,0,Wrigley Field,,Justin Steele,,Corbin Burnes
2023-08-29,716793,Final,KC,PIT,3,6,Kauffman Stadium,,Cole Ragans,,Colin Selby
2023-08-29,716791,Final,COL,ATL,1,3,Coors Field,,Peter Lambert,,Charlie Morton
2023-08-29,716790,Final,SEA,ATH,1,3,T-Mobile Park,,Luke Weaver,,Ken Waldichuk
2023-08-29,716803,Final,SF,CIN,6,1,Oracle Park,,Alex Cobb,,Brandon Williamson
2023-08-29,716792,Final,LAD,AZ,9,1,Dodger Stadium,,Clayton Kershaw,,Merrill Kelly
2023-08-30,716787,Final,PHI,LAA,8,10,Citizens Bank Park,,Cristopher Sánchez,,Reid Detmers
2023-08-30,716786,Final,BAL,CWS,5,10,Oriole Park at Camden Yards,,Kyle Gibson,,Dylan Cease
2023-08-30,716784,Final,MIN,CLE,2,5,Target Field,,Sonny Gray,,Tanner Bibee
2023-08-30,716782,Final,STL,SD,5,4,Busch Stadium,,Miles Mikolas,,Rich Hill
2023-08-30,716779,Final,CHC,MIL,3,2,Wrigley Field,,Kyle Hendricks,,Brandon Woodruff
2023-08-30,716785,Final,TOR,WSH,7,0,Rogers Centre,,Chris Bassitt,,Patrick Corbin
2023-08-30,716789,Final,SF,CIN,1,4,Oracle Park,,Logan Webb,,Hunter Greene
2023-08-30,716794,Final,BOS,HOU,4,7,Fenway Park,,Kutter Crawford,,Framber Valdez
2023-08-30,716788,Final,SEA,ATH,5,4,T-Mobile Park,,Bryce Miller,,Zach Neal
2023-08-30,716783,Final,NYM,TEX,6,5,Citi Field,,Denyi Reyes,,Dane Dunning
2023-08-30,716778,Final,MIA,TB,0,3,loanDepot park,,Jesús Luzardo,,Zach Eflin
2023-08-30,716781,Final,DET,NYY,2,6,Comerica Park,,Brendan White,,Gerrit Cole
2023-08-30,716780,Final,KC,PIT,1,4,Kauffman Stadium,,Angel Zerpa,,Andre Jackson
2023-08-30,716773,Final,COL,ATL,3,7,Coors Field,,Kyle Freeland,,Darius Vines
2023-08-30,716774,Final,LAD,AZ,7,0,Dodger Stadium,,Ryan Pepiot,,Brandon Pfaadt
2023-08-31,716775,Final,DET,NYY,4,3,Comerica Park,,Matt Manning,,Clarke Schmidt
2023-08-31,716776,Final,WSH,MIA,1,6,Nationals Park,,Joan Adon,,Braxton Garrett
2023-08-31,716777,Final,SD,SF,2,7,Petco Park,,Pedro Avila,,Jakob Junis
2023-08-31,716768,Final,LAD,ATL,7,8,Dodger Stadium,,Lance Lynn,,Spencer Strider
2023-09-01,718700,Final,CIN,CHC,2,6,Great American Ball Park,,Graham Ashcraft,,Jordan Wicks
2023-09-01,716770,Final,CIN,CHC,3,2,Great American Ball Park,,Lyon Richardson,,Jose Cuas
2023-09-01,716771,Final,WSH,MIA,5,8,Nationals Park,,Jake Irvin,,Eury Pérez
2023-09-01,716769,Final,NYM,SEA,2,1,Citi Field,,Kodai Senga,,Logan Gilbert
2023-09-01,716767,Final,CLE,TB,3,2,Progressive Field,,Cal Quantrill,,Tyler Glasnow
2023-09-01,716772,Final,TEX,MIN,1,5,Globe Life Field,,Max Scherzer,,Joe Ryan
2023-09-01,716764,Final,KC,BOS,13,2,Kauffman Stadium,,Jordan Lyles,,James Paxton
2023-09-01,716762,Final,CWS,DET,2,4,Guaranteed Rate Field,,Touki Toussaint,,Eduardo Rodriguez
2023-09-01,716763,Final,HOU,NYY,2,6,Minute Maid Park,,Justin Verlander,,Carlos Rodón
2023-09-01,716765,Final,MIL,PHI,7,5,American Family Field,,Freddy Peralta,,Zack Wheeler
2023-09-01,716766,Final,STL,PIT,2,4,Busch Stadium,,Dakota Hudson,,Mitch Keller
2023-09-01,716759,Final,COL,TOR,9,13,Coors Field,,Chris Flexen,,Hyun Jin Ryu
2023-09-01,716756,Final,AZ,BAL,4,2,Chase Field,,Zach Davies,,Cole Irvin
2023-09-01,716758,Final,ATH,LAA,9,2,Oakland Coliseum,,JP Sears,,Patrick Sandoval
2023-09-01,716761,Final,SD,SF,7,3,Petco Park,,Michael Wacha,,Tristan Beck
2023-09-01,716757,Final,LAD,ATL,3,6,Dodger Stadium,,Julio Urías,,Max Fried
2023-09-02,716760,Final,WSH,MIA,5,11,Nationals Park,,Trevor Williams,,Johnny Cueto
2023-09-02,716755,Final,ATH,LAA,2,1,Oakland Coliseum,,Paul Blackburn,,Griffin Canning
2023-09-02,716754,Final,CLE,TB,7,6,Progressive Field,,Logan Allen,,Zack Littell
2023-09-02,716753,Final,CIN,CHC,2,1,Great American Ball Park,,Andrew Abbott,,Javier Assad
2023-09-02,716750,Final,KC,BOS,5,9,Kauffman Stadium,,Alec Marsh,,Tanner Houck
2023-09-02,716751,Final,NYM,SEA,7,8,Citi Field,,David Peterson,,Luis Castillo
2023-09-02,716749,Final,CWS,DET,0,10,Guaranteed Rate Field,,Mike Clevinger,,Reese Olson
2023-09-02,716746,Final,HOU,NYY,4,5,Minute Maid Park,,Hunter Brown,,Luis Severino
2023-09-02,716744,Final,STL,PIT,6,7,Busch Stadium,,Drew Rom,,Thomas Hatch
2023-09-02,716752,Final,TEX,MIN,7,9,Globe Life Field,,Jordan Montgomery,,Dallas Keuchel
2023-09-02,716745,Final,MIL,PHI,7,5,American Family Field,,Colin Rea,,Aaron Nola
2023-09-02,716747,Final,AZ,BAL,3,7,Chase Field,,Slade Cecconi,,Kyle Bradish
2023-09-02,716748,Final,COL,TOR,8,7,Coors Field,,Ty Blach,,Yusei Kikuchi
2023-09-02,716743,Final,SD,SF,6,1,Petco Park,,Blake Snell,,Kyle Harrison
2023-09-02,716741,Final,LAD,ATL,2,4,Dodger Stadium,,Emmet Sheehan,,Bryce Elder
2023-09-03,716738,Final,CIN,CHC,7,15,Great American Ball Park,,Carson Spiers,,Jameson Taillon
2023-09-03,716736,Final,MIL,PHI,2,4,American Family Field,,Wade Miley,,Ranger Suárez
2023-09-03,716740,Final,WSH,MIA,4,6,Nationals Park,,Josiah Gray,,Sandy Alcantara
2023-09-03,716742,Final,NYM,SEA,6,3,Citi Field,,Tylor Megill,,George Kirby
2023-09-03,716739,Final,KC,BOS,3,7,Kauffman Stadium,,Taylor Clarke,,Chris Sale
2023-09-03,716734,Final,CWS,DET,2,3,Guaranteed Rate Field,,Michael Kopech,,Tarik Skubal
2023-09-03,716733,Final,STL,PIT,6,4,Busch Stadium,,Zack Thompson,,Johan Oviedo
2023-09-03,716737,Final,TEX,MIN,6,5,Globe Life Field,,Jon Gray,,Kenta Maeda
2023-09-03,716730,Final,COL,TOR,5,7,Coors Field,,Chase Anderson,,Kevin Gausman
2023-09-03,716731,Final,ATH,LAA,10,6,Oakland Coliseum,,Kyle Muller,,Tyler Anderson
2023-09-03,716732,Final,AZ,BAL,5,8,Chase Field,,Zac Gallen,,Jack Flaherty
2023-09-03,716728,Final,SD,SF,4,0,Petco Park,,Seth Lugo,,Alex Cobb
2023-09-03,716729,Final,CLE,TB,2,6,Progressive Field,,Xzavion Curry,,Taj Bradley
2023-09-03,716725,Final,LAD,ATL,3,1,Dodger Stadium,,Bobby Miller,,Charlie Morton
2023-09-03,716735,Final,HOU,NYY,1,6,Minute Maid Park,,Cristian Javier,,Michael King
2023-09-04,716681,Final,KC,CWS,12,1,Kauffman Stadium,,Cole Ragans,,Jesse Scholtens
2023-09-04,716723,Final,CHC,SF,5,0,Wrigley Field,,Justin Steele,,Logan Webb
2023-09-04,716724,Final,TEX,HOU,6,13,Globe Life Field,,Andrew Heaney,,J.P. France
2023-09-04,716726,Final,ATH,TOR,5,6,Oakland Coliseum,,Luis Medina,,José Berríos
2023-09-04,716721,Final,AZ,COL,4,2,Chase Field,,Merrill Kelly,,Peter Lambert
2023-09-04,716727,Final,CIN,SEA,6,3,Great American Ball Park,,Tejay Antone,,Bryan Woo
2023-09-04,716722,Final,TB,BOS,3,7,Tropicana Field,,Aaron Civale,,Brayan Bello
2023-09-04,716719,Final,CLE,MIN,6,20,Progressive Field,,Lucas Giolito,,Pablo López
2023-09-04,716718,Final,PIT,MIL,4,2,PNC Park,,Luis Ortiz,,Corbin Burnes
2023-09-04,716720,Final,SD,PHI,7,9,Petco Park,,Rich Hill,,Taijuan Walker
2023-09-04,716713,Final,LAA,BAL,3,6,Angel Stadium,,Kenny Rosenberg,,Grayson Rodriguez
2023-09-05,716717,Final,CLE,MIN,3,8,Progressive Field,,Tanner Bibee,,Sonny Gray
2023-09-05,716714,Final,PIT,MIL,3,7,PNC Park,,Andre Jackson,,Brandon Woodruff
2023-09-05,716712,Final,CIN,SEA,7,6,Great American Ball Park,,Connor Phillips,,Bryce Miller
2023-09-05,716716,Final,TB,BOS,8,6,Tropicana Field,,Zach Eflin,,Kutter Crawford
2023-09-05,716710,Final,MIA,LAD,6,3,loanDepot park,,Jesús Luzardo,,Clayton Kershaw
2023-09-05,716715,Final,WSH,NYM,5,11,Nationals Park,,Patrick Corbin,,Jose Quintana
2023-09-05,716711,Final,NYY,DET,5,1,Yankee Stadium,,Gerrit Cole,,Alex Faedo
2023-09-05,716709,Final,ATL,STL,6,10,Truist Park,,Michael Soroka,,Miles Mikolas
2023-09-05,716708,Final,CHC,SF,11,8,Wrigley Field,,Kyle Hendricks,,Ryan Walker
2023-09-05,716704,Final,KC,CWS,7,6,Kauffman Stadium,,Brady Singer,,Dylan Cease
2023-09-05,716705,Final,TEX,HOU,1,14,Globe Life Field,,Nathan Eovaldi,,Framber Valdez
2023-09-05,716706,Final,LAA,BAL,4,5,Angel Stadium,,Reid Detmers,,Dean Kremer
2023-09-05,716702,Final,AZ,COL,2,3,Chase Field,,Brandon Pfaadt,,Kyle Freeland
2023-09-05,716707,Final,ATH,TOR,1,7,Oakland Coliseum,,Ken Waldichuk,,Chris Bassitt
2023-09-05,716703,Final,SD,PHI,8,0,Petco Park,,Pedro Avila,,Michael Lorenzen
2023-09-06,716697,Final,PIT,MIL,5,4,PNC Park,,Colin Selby,,Freddy Peralta
2023-09-06,716700,Final,CLE,MIN,2,1,Progressive Field,,Gavin Williams,,Joe Ryan
2023-09-06,716699,Final,CHC,SF,8,2,Wrigley Field,,Jordan Wicks,,Alex Wood
2023-09-06,716698,Final,ATH,TOR,5,2,Oakland Coliseum,,JP Sears,,Hyun Jin Ryu
2023-09-06,716692,Final,AZ,COL,12,5,Chase Field,,Zach Davies,,Chris Flexen
2023-09-06,716691,Final,SD,PHI,1,5,Petco Park,,Michael Wacha,,Zack Wheeler
2023-09-06,716693,Final,CIN,SEA,4,8,Great American Ball Park,,Lyon Richardson,,Logan Gilbert
2023-09-06,716696,Final,TB,BOS,3,1,Tropicana Field,,Tyler Glasnow,,Nick Pivetta
2023-09-06,716695,Final,MIA,LAD,11,4,loanDepot park,,JT Chargois,,Lance Lynn
2023-09-06,716701,Final,WSH,NYM,3,2,Nationals Park,,Joan Adon,,José Buttó
2023-09-06,716694,Final,NYY,DET,4,3,Yankee Stadium,,Clarke Schmidt,,Matt Manning
2023-09-06,716689,Final,ATL,STL,6,11,Truist Park,,Spencer Strider,,Dakota Hudson
2023-09-06,716688,Final,KC,CWS,4,6,Kauffman Stadium,,Jordan Lyles,,Touki Toussaint
2023-09-06,716687,Final,TEX,HOU,3,12,Globe Life Field,,Max Scherzer,,Justin Verlander
2023-09-06,716690,Final,LAA,BAL,3,10,Angel Stadium,,Patrick Sandoval,,Kyle Gibson
2023-09-07,716683,Final,TB,SEA,0,1,Tropicana Field,,Zack Littell,,Luis Castillo
2023-09-07,716682,Final,MIA,LAD,0,10,loanDepot park,,Braxton Garrett,,Ryan Pepiot
2023-09-07,716686,Final,NYY,DET,3,10,Yankee Stadium,,Carlos Rodón,,Eduardo Rodriguez
2023-09-07,716680,Final,ATL,STL,8,5,Truist Park,,Max Fried,,Adam Wainwright
2023-09-07,716685,Final,CHC,AZ,2,6,Wrigley Field,,Javier Assad,,Ryne Nelson
2023-09-07,716684,Final,LAA,CLE,3,2,Angel Stadium,,Jhonathan Díaz,,Cal Quantrill
2023-09-08,716678,Final,CHC,AZ,0,1,Wrigley Field,,Jameson Taillon,,Zac Gallen
2023-09-08,716677,Final,CIN,STL,4,9,Great American Ball Park,,Andrew Abbott,,Drew Rom
2023-09-08,716671,Final,TB,SEA,7,4,Tropicana Field,,Taj Bradley,,George Kirby
2023-09-08,716675,Final,DET,CWS,0,6,Comerica Park,,Reese Olson,,Mike Clevinger
2023-09-08,716676,Final,WSH,LAD,5,8,Nationals Park,,MacKenzie Gore,,Emmet Sheehan
2023-09-08,716679,Final,PHI,MIA,2,3,Citizens Bank Park,,Cristopher Sánchez,,Eury Pérez
2023-09-08,716670,Final,NYY,MIL,2,8,Yankee Stadium,,Luis Severino,,Colin Rea
2023-09-08,716673,Final,TOR,KC,5,4,Rogers Centre,,Yusei Kikuchi,,Collin Snider
2023-09-08,716672,Final,BOS,BAL,2,11,Fenway Park,,Tanner Houck,,Kyle Bradish
2023-09-08,716674,Final,ATL,PIT,8,2,Truist Park,,Bryce Elder,,Mitch Keller
2023-09-08,716665,Final,TEX,ATH,3,6,Globe Life Field,,Jordan Montgomery,,Paul Blackburn
2023-09-08,716669,Final,HOU,SD,2,11,Minute Maid Park,,Hunter Brown,,Blake Snell
2023-09-08,716666,Final,MIN,NYM,5,2,Target Field,,Dallas Keuchel,,Kodai Senga
2023-09-08,716667,Final,LAA,CLE,3,6,Angel Stadium,,Griffin Canning,,Logan Allen
2023-09-08,716668,Final,SF,COL,9,8,Oracle Park,,Kyle Harrison,,Ty Blach
2023-09-09,716659,Final,NYY,MIL,2,9,Yankee Stadium,,Michael King,,Wade Miley
2023-09-09,716654,Final,MIN,NYM,8,4,Target Field,,Kenta Maeda,,David Peterson
