date,gamePk,status,homeTeam,awayTeam,homeScore,awayScore,venueName,homeStartingPitcherId,homeStartingPitcherName,awayStartingPitcherId,awayStartingPitcherName
2025-03-28,778518,Final,HOU,NYM,1,3,Daikin Park,686613,Hunter Brown,656731,Tylor Megill
2025-03-28,778543,Final,AZ,CHC,8,1,Chase Field,518876,Merrill Kelly,592791,Jameson Taillon
2025-03-28,778541,Final,SEA,ATH,0,7,T-Mobile Park,622491,Luis Castillo,605488,Jeffrey Springs
2025-03-28,778542,Final,SD,ATL,4,3,Petco Park,656302,Dylan Cease,625643,Reynaldo López
2025-03-28,778544,Final,LAD,DET,8,5,Dodger Stadium,808967,Yoshinobu Yamamoto,656427,Jack Flaherty
2025-03-29,778538,Final,NYY,MIL,20,9,Yankee Stadium,608331,Max Fried,641482,Nestor Cortes
2025-03-29,778534,Final,CWS,LAA,0,1,Rate Field,686563,Jonathan Cannon,667755,José Soriano
2025-03-29,778528,Final,STL,MIN,5,1,Busch Stadium,607200,Erick Fedde,657746,Joe Ryan
2025-03-29,778536,Final,TOR,BAL,5,9,Rogers Centre,453286,Max Scherzer,665152,Dean Kremer
2025-03-29,778535,Final,WSH,PHI,6,11,Nationals Park,663623,Jake Irvin,666200,Jesús Luzardo
2025-03-29,778529,Final,KC,CLE,4,3,Kauffman Stadium,607625,Seth Lugo,668909,Gavin Williams
2025-03-29,778540,Final,CIN,SF,3,2,Great American Ball Park,666157,Nick Lodolo,434378,Justin Verlander
2025-03-29,778537,Final,TB,COL,1,2,George M. Steinbrenner Field,641793,Zack Littell,622608,Antonio Senzatela
2025-03-29,778539,Final,MIA,PIT,5,4,loanDepot park,678368,Valente Bellozo,663559,Bailey Falter
2025-03-29,778531,Final,TEX,BOS,4,3,Globe Life Field,641816,Tyler Mahle,621111,Walker Buehler
2025-03-29,778530,Final,HOU,NYM,2,1,Daikin Park,681293,Spencer Arrighetti,656288,Griffin Canning
2025-03-29,778520,Final,SD,ATL,1,0,Petco Park,681190,Randy Vásquez,680885,Spencer Schwellenbach
2025-03-29,778532,Final,AZ,CHC,3,4,Chase Field,694297,Brandon Pfaadt,684007,Shota Imanaga
2025-03-29,778533,Final,LAD,DET,7,3,Dodger Stadium,808963,Roki Sasaki,681857,Reese Olson
2025-03-29,778521,Final,SEA,ATH,2,4,T-Mobile Park,682243,Bryce Miller,674370,Osvaldo Bido
2025-03-30,778526,Final,WSH,PHI,5,1,Nationals Park,680730,Mitchell Parker,605400,Aaron Nola
2025-03-30,778523,Final,NYY,MIL,12,3,Yankee Stadium,573186,Marcus Stroman,650644,Aaron Civale
2025-03-30,778525,Final,TOR,BAL,3,1,Rogers Centre,605135,Chris Bassitt,608372,Tomoyuki Sugano
2025-03-30,778522,Final,CIN,SF,3,6,Great American Ball Park,607259,Nick Martinez,592662,Robbie Ray
2025-03-30,778524,Final,TB,COL,6,4,George M. Steinbrenner Field,671737,Taj Bradley,663372,Ryan Feltner
2025-03-30,778519,Final,MIA,PIT,3,2,loanDepot park,676974,Max Meyer,571760,Andrew Heaney
2025-03-30,778510,Final,KC,CLE,2,6,Kauffman Stadium,608379,Michael Wacha,676440,Tanner Bibee
2025-03-30,778527,Final,CWS,LAA,2,3,Rate Field,663436,Davis Martin,686799,Jack Kochanowicz
2025-03-30,778517,Final,STL,MIN,9,2,Busch Stadium,669467,Andre Pallante,641927,Bailey Ober
2025-03-30,778516,Final,TEX,BOS,3,2,Globe Life Field,594798,Jacob deGrom,690916,Richard Fitts
2025-03-30,778515,Final,AZ,CHC,10,6,Chase Field,593958,Eduardo Rodriguez,571510,Matthew Boyd
2025-03-30,778513,Final,SEA,ATH,2,1,T-Mobile Park,693433,Bryan Woo,676664,JP Sears
2025-03-30,778514,Final,SD,ATL,5,0,Petco Park,601713,Nick Pivetta,700363,AJ Smith-Shawver
2025-03-31,778506,Final,CWS,MIN,9,0,Rate Field,527048,Martín Pérez,663978,Chris Paddack
2025-03-31,778504,Final,MIL,KC,1,11,American Family Field,660730,Elvin Rodríguez,663460,Kris Bubic
2025-03-31,778512,Final,BAL,BOS,8,5,Oriole Park at Camden Yards,700249,Cade Povich,656794,Sean Newcomb
2025-03-31,778502,Final,PHI,COL,6,1,Citizens Bank Park,650911,Cristopher Sánchez,608566,Germán Márquez
2025-03-31,778511,Final,CIN,TEX,14,3,Great American Ball Park,663903,Brady Singer,677958,Kumar Rocker
2025-03-31,778509,Final,MIA,NYM,4,10,loanDepot park,615698,Cal Quantrill,656849,David Peterson
2025-03-31,778508,Final,TB,PIT,6,1,George M. Steinbrenner Field,656876,Drew Rasmussen,669387,Carmen Mlodzinski
2025-03-31,778507,Final,TOR,WSH,5,2,Rogers Centre,670102,Bowden Francis,647336,Michael Soroka
2025-03-31,778503,Final,STL,LAA,4,5,Busch Stadium,571945,Miles Mikolas,542881,Tyler Anderson
2025-03-31,778505,Final,HOU,SF,2,7,Daikin Park,669854,Ronel Blanco,663855,Jordan Hicks
2025-03-31,778499,Final,SD,CLE,7,2,Petco Park,606996,Kyle Hart,682847,Luis L. Ortiz
2025-03-31,778496,Final,SEA,DET,6,9,T-Mobile Park,676106,Emerson Hancock,695549,Jackson Jobe
2025-03-31,778501,Final,ATH,CHC,3,18,Sutter Health Park,683155,Joey Estes,676962,Ben Brown
2025-03-31,778500,Final,LAD,ATL,6,1,Dodger Stadium,607192,Tyler Glasnow,656550,Grant Holmes
2025-04-01,778498,Final,CIN,TEX,0,1,Great American Ball Park,686730,Carson Spiers,543135,Nathan Eovaldi
2025-04-01,778497,Final,MIA,NYM,4,2,loanDepot park,645261,Sandy Alcantara,673540,Kodai Senga
2025-04-01,778493,Final,TB,PIT,7,0,George M. Steinbrenner Field,669358,Shane Baz,802419,Thomas Harrington
2025-04-01,778492,Final,NYY,AZ,5,7,Yankee Stadium,701542,Will Warren,669203,Corbin Burnes
2025-04-01,778491,Final,TOR,WSH,5,3,Rogers Centre,621244,José Berríos,592866,Trevor Williams
2025-04-01,778490,Final,CWS,MIN,3,8,Rate Field,681343,Shane Smith,680573,Simeon Woods Richardson
2025-04-01,778488,Final,MIL,KC,5,0,American Family Field,694477,Chad Patrick,547179,Michael Lorenzen
2025-04-01,778495,Final,STL,LAA,7,9,Busch Stadium,669461,Matthew Liberatore,543294,Kyle Hendricks
2025-04-01,778489,Final,HOU,SF,1,3,Daikin Park,669713,Hayden Wesneski,657277,Logan Webb
2025-04-01,778485,Final,SD,CLE,7,0,Petco Park,650633,Michael King,671106,Logan Allen
2025-04-01,778486,Final,SEA,DET,1,4,T-Mobile Park,669302,Logan Gilbert,663554,Casey Mize
2025-04-01,778494,Final,ATH,CHC,4,7,Sutter Health Park,622663,Luis Severino,657006,Justin Steele
2025-04-01,778487,Final,LAD,ATL,3,1,Dodger Stadium,669160,Dustin May,519242,Chris Sale
2025-04-02,778480,Final,CIN,TEX,0,1,Great American Ball Park,668881,Hunter Greene,683004,Jack Leiter
2025-04-02,778479,Final,TB,PIT,2,4,George M. Steinbrenner Field,686752,Ryan Pepiot,694973,Paul Skenes
2025-04-02,778477,Final,MIL,KC,3,2,American Family Field,642547,Freddy Peralta,666142,Cole Ragans
2025-04-02,778473,Final,STL,LAA,12,5,Busch Stadium,543243,Sonny Gray,579328,Yusei Kikuchi
2025-04-02,778474,Final,CWS,MIN,1,6,Rate Field,680732,Sean Burke,641154,Pablo López
2025-04-02,778478,Final,TOR,WSH,4,2,Rogers Centre,687922,Easton Lucas,669022,MacKenzie Gore
2025-04-02,778471,Final,ATH,CHC,2,10,Sutter Health Park,605488,Jeffrey Springs,592791,Jameson Taillon
2025-04-02,778476,Final,SD,CLE,5,2,Petco Park,656302,Dylan Cease,594902,Ben Lively
2025-04-02,778469,Final,SEA,DET,3,2,T-Mobile Park,622491,Luis Castillo,669373,Tarik Skubal
2025-04-02,778475,Final,HOU,SF,3,6,Daikin Park,664285,Framber Valdez,694738,Landen Roupp
2025-04-02,778481,Final,MIA,NYM,5,6,loanDepot park,687362,Connor Gillispie,605280,Clay Holmes
2025-04-02,778483,Final,BAL,BOS,0,3,Oriole Park at Camden Yards,621107,Zach Eflin,676979,Garrett Crochet
2025-04-02,778482,Final,PHI,COL,5,1,Citizens Bank Park,554430,Zack Wheeler,607536,Kyle Freeland
2025-04-02,778484,Final,NYY,AZ,3,4,Yankee Stadium,607074,Carlos Rodón,668678,Zac Gallen
2025-04-02,778472,Final,LAD,ATL,6,5,Dodger Stadium,605483,Blake Snell,693821,Bryce Elder
2025-04-03,778470,Final,BAL,BOS,4,8,Oriole Park at Camden Yards,450203,Charlie Morton,656557,Tanner Houck
2025-04-03,778467,Final,PHI,COL,3,1,Citizens Bank Park,592836,Taijuan Walker,622608,Antonio Senzatela
2025-04-03,778462,Final,MIN,HOU,2,5,Target Field,657746,Joe Ryan,686613,Hunter Brown
2025-04-03,778466,Final,NYY,AZ,9,7,Yankee Stadium,471911,Carlos Carrasco,518876,Merrill Kelly
2025-04-03,778468,Final,MIL,CIN,1,0,American Family Field,641482,Nestor Cortes,666157,Nick Lodolo
2025-04-04,778458,Final,DET,CWS,7,4,Comerica Park,656427,Jack Flaherty,686563,Jonathan Cannon
2025-04-04,778463,Final,BOS,STL,13,9,Fenway Park,621111,Walker Buehler,607200,Erick Fedde
2025-04-04,778460,Final,CHC,SD,3,1,Wrigley Field,684007,Shota Imanaga,681190,Randy Vásquez
2025-04-04,778465,Final,NYM,TOR,5,0,Citi Field,656731,Tylor Megill,592332,Kevin Gausman
2025-04-04,778456,Final,COL,ATH,3,6,Coors Field,663372,Ryan Feltner,674370,Osvaldo Bido
2025-04-04,778461,Final,PIT,NYY,4,9,PNC Park,656605,Mitch Keller,608331,Max Fried
2025-04-04,778444,Final,SF,SEA,10,9,Oracle Park,434378,Justin Verlander,622379,Luis F. Castillo
2025-04-04,778457,Final,WSH,AZ,4,6,Nationals Park,663623,Jake Irvin,694297,Brandon Pfaadt
2025-04-04,778459,Final,PHI,LAD,3,2,Citizens Bank Park,666200,Jesús Luzardo,808967,Yoshinobu Yamamoto
2025-04-04,778464,Final,ATL,MIA,10,0,Truist Park,680885,Spencer Schwellenbach,676974,Max Meyer
2025-04-04,778455,Final,KC,BAL,8,2,Kauffman Stadium,607625,Seth Lugo,665152,Dean Kremer
2025-04-04,778454,Final,TEX,TB,5,2,Globe Life Field,641816,Tyler Mahle,641793,Zack Littell
2025-04-04,778453,Final,MIL,CIN,3,2,American Family Field,641302,Tyler Alexander,607259,Nick Martinez
2025-04-04,778447,Final,LAA,CLE,6,8,Angel Stadium,667755,José Soriano,668909,Gavin Williams
2025-04-05,778445,Final,DET,CWS,7,2,Comerica Park,681857,Reese Olson,663436,Davis Martin
2025-04-05,778440,Final,MIN,HOU,6,1,Target Field,641927,Bailey Ober,681293,Spencer Arrighetti
2025-04-05,778450,Final,CHC,SD,7,1,Wrigley Field,571510,Matthew Boyd,601713,Nick Pivetta
2025-04-05,778452,Final,WSH,AZ,4,3,Nationals Park,680730,Mitchell Parker,593958,Eduardo Rodriguez
2025-04-05,778448,Final,PHI,LAD,1,3,Citizens Bank Park,605400,Aaron Nola,808963,Roki Sasaki
2025-04-05,778449,Final,PIT,NYY,4,10,PNC Park,663559,Bailey Falter,573186,Marcus Stroman
2025-04-05,778441,Final,KC,BAL,1,8,Kauffman Stadium,608379,Michael Wacha,608372,Tomoyuki Sugano
2025-04-05,778438,Final,TEX,TB,6,4,Globe Life Field,594798,Jacob deGrom,671737,Taj Bradley
2025-04-05,778446,Final,NYM,TOR,3,2,Citi Field,656288,Griffin Canning,605135,Chris Bassitt
2025-04-05,778439,Final,MIL,CIN,7,11,American Family Field,660730,Elvin Rodríguez,663903,Brady Singer
2025-04-05,778451,Final,ATL,MIA,0,4,Truist Park,700363,AJ Smith-Shawver,615698,Cal Quantrill
2025-04-05,778442,Final,COL,ATH,4,7,Coors Field,608566,Germán Márquez,676664,JP Sears
2025-04-05,778436,Final,SF,SEA,4,1,Oracle Park,592662,Robbie Ray,682243,Bryce Miller
2025-04-05,778437,Final,LAA,CLE,10,4,Angel Stadium,686799,Jack Kochanowicz,676440,Tanner Bibee
2025-04-05,778443,Final,BOS,STL,5,4,Fenway Park,656794,Sean Newcomb,669467,Andre Pallante
2025-04-06,778429,Final,WSH,AZ,5,4,Nationals Park,592866,Trevor Williams,669203,Corbin Burnes
2025-04-06,778432,Final,BOS,STL,18,7,Fenway Park,690928,Hunter Dobbins,571945,Miles Mikolas
2025-04-06,778434,Final,PHI,LAD,8,7,Citizens Bank Park,650911,Cristopher Sánchez,607192,Tyler Glasnow
2025-04-06,778428,Final,PIT,NYY,5,4,PNC Park,571760,Andrew Heaney,701542,Will Warren
2025-04-06,778435,Final,NYM,TOR,2,1,Citi Field,656849,David Peterson,670102,Bowden Francis
2025-04-06,778433,Final,DET,CWS,4,3,Comerica Park,695549,Jackson Jobe,527048,Martín Pérez
2025-04-06,778422,Final,KC,BAL,4,1,Kauffman Stadium,663460,Kris Bubic,700249,Cade Povich
2025-04-06,778419,Final,MIN,HOU,7,9,Target Field,663978,Chris Paddack,669854,Ronel Blanco
2025-04-06,778421,Final,MIL,CIN,8,2,American Family Field,694477,Chad Patrick,686730,Carson Spiers
2025-04-06,778430,Final,CHC,SD,7,8,Wrigley Field,676962,Ben Brown,606996,Kyle Hart
2025-04-06,778420,Final,TEX,TB,4,3,Globe Life Field,677958,Kumar Rocker,656876,Drew Rasmussen
2025-04-06,778423,Final,COL,ATH,12,5,Coors Field,801403,Chase Dollander,683155,Joey Estes
2025-04-06,778427,Final,SF,SEA,5,4,Oracle Park,663855,Jordan Hicks,693433,Bryan Woo
2025-04-06,778425,Final,LAA,CLE,6,2,Angel Stadium,542881,Tyler Anderson,682847,Luis L. Ortiz
2025-04-06,778431,Final,ATL,MIA,7,1,Truist Park,694462,Hurston Waldrep,687473,Ryan Gusto
2025-04-07,778424,Final,DET,NYY,6,2,Comerica Park,663554,Casey Mize,607074,Carlos Rodón
2025-04-07,778415,Final,PIT,STL,8,4,PNC Park,669387,Carmen Mlodzinski,669461,Matthew Liberatore
2025-04-07,778418,Final,WSH,LAD,6,4,Nationals Park,669022,MacKenzie Gore,669160,Dustin May
2025-04-07,778426,Final,BOS,TOR,2,6,Fenway Park,690916,Richard Fitts,621244,José Berríos
2025-04-07,778416,Final,NYM,MIA,2,0,Citi Field,673540,Kodai Senga,678368,Valente Bellozo
2025-04-07,778411,Final,CHC,TEX,7,0,Wrigley Field,657006,Justin Steele,543135,Nathan Eovaldi
2025-04-07,778412,Final,KC,MIN,4,2,Kauffman Stadium,547179,Michael Lorenzen,680573,Simeon Woods Richardson
2025-04-07,778413,Final,AZ,BAL,1,5,Chase Field,668678,Zac Gallen,621107,Zach Eflin
2025-04-07,778405,Final,SEA,HOU,4,3,T-Mobile Park,669302,Logan Gilbert,669713,Hayden Wesneski
2025-04-07,778410,Final,SF,CIN,0,2,Oracle Park,657277,Logan Webb,668881,Hunter Greene
2025-04-07,778414,Final,ATH,SD,4,5,Sutter Health Park,622663,Luis Severino,650633,Michael King
2025-04-08,778403,Final,DET,NYY,5,0,Comerica Park,669373,Tarik Skubal,471911,Carlos Carrasco
2025-04-08,778402,Final,CLE,CWS,1,0,Progressive Field,594902,Ben Lively,681343,Shane Smith
2025-04-08,778407,Final,NYM,MIA,10,5,Citi Field,605280,Clay Holmes,687362,Connor Gillispie
2025-04-08,778408,Final,PIT,STL,3,5,PNC Park,694973,Paul Skenes,543243,Sonny Gray
2025-04-08,778409,Final,WSH,LAD,8,2,Nationals Park,695418,Brad Lord,680736,Justin Wrobleski
2025-04-08,778404,Final,BOS,TOR,1,6,Fenway Park,676979,Garrett Crochet,687922,Easton Lucas
2025-04-08,778417,Final,TB,LAA,3,4,George M. Steinbrenner Field,669358,Shane Baz,543294,Kyle Hendricks
2025-04-08,778406,Final,ATL,PHI,7,5,Truist Park,519242,Chris Sale,554430,Zack Wheeler
2025-04-08,778401,Final,CHC,TEX,10,6,Wrigley Field,592791,Jameson Taillon,571578,Patrick Corbin
2025-04-08,778400,Final,KC,MIN,2,1,Kauffman Stadium,666142,Cole Ragans,641154,Pablo López
2025-04-08,778394,Final,COL,MIL,1,7,Coors Field,607536,Kyle Freeland,642547,Freddy Peralta
2025-04-08,778396,Final,AZ,BAL,4,3,Chase Field,518876,Merrill Kelly,450203,Charlie Morton
2025-04-08,778398,Final,SEA,HOU,1,2,T-Mobile Park,622491,Luis Castillo,664285,Framber Valdez
2025-04-08,778397,Final,SF,CIN,0,1,Oracle Park,694738,Landen Roupp,666157,Nick Lodolo
2025-04-08,778395,Final,ATH,SD,10,4,Sutter Health Park,605488,Jeffrey Springs,656302,Dylan Cease
2025-04-09,778389,Final,PIT,STL,2,1,PNC Park,656605,Mitch Keller,607200,Erick Fedde
2025-04-09,778390,Final,NYM,MIA,0,5,Citi Field,656731,Tylor Megill,676974,Max Meyer
2025-04-09,778387,Final,DET,NYY,3,4,Comerica Park,656427,Jack Flaherty,608331,Max Fried
2025-04-09,778385,Final,CHC,TEX,2,6,Wrigley Field,684007,Shota Imanaga,641816,Tyler Mahle
2025-04-09,778381,Final,ATH,SD,1,2,Sutter Health Park,674370,Osvaldo Bido,681190,Randy Vásquez
2025-04-09,778380,Final,AZ,BAL,9,0,Chase Field,694297,Brandon Pfaadt,665152,Dean Kremer
2025-04-09,778376,Final,SF,CIN,8,6,Oracle Park,434378,Justin Verlander,607259,Nick Martinez
2025-04-09,778392,Final,WSH,LAD,5,6,Nationals Park,663623,Jake Irvin,689017,Landon Knack
2025-04-09,778383,Final,SEA,HOU,7,6,T-Mobile Park,622379,Luis F. Castillo,686613,Hunter Brown
2025-04-09,778391,Final,CLE,CWS,3,2,Progressive Field,671106,Logan Allen,680732,Sean Burke
2025-04-09,778386,Final,BOS,TOR,1,2,Fenway Park,656557,Tanner Houck,592332,Kevin Gausman
2025-04-09,778399,Final,TB,LAA,5,4,George M. Steinbrenner Field,686752,Ryan Pepiot,579328,Yusei Kikuchi
2025-04-09,778393,Final,ATL,PHI,3,4,Truist Park,656550,Grant Holmes,592836,Taijuan Walker
2025-04-09,778388,Final,KC,MIN,0,4,Kauffman Stadium,607625,Seth Lugo,657746,Joe Ryan
2025-04-09,778379,Final,COL,MIL,2,17,Coors Field,622608,Antonio Senzatela,641302,Tyler Alexander
2025-04-10,778382,Final,TB,LAA,1,11,George M. Steinbrenner Field,641793,Zack Littell,667755,José Soriano
2025-04-10,778378,Final,CLE,CWS,6,1,Progressive Field,668909,Gavin Williams,686563,Jonathan Cannon
2025-04-10,778373,Final,KC,MIN,3,2,Kauffman Stadium,608379,Michael Wacha,641927,Bailey Ober
2025-04-10,778371,Final,COL,MIL,7,2,Coors Field,663372,Ryan Feltner,682990,Quinn Priester
2025-04-10,778377,Final,BOS,TOR,4,3,Fenway Park,621111,Walker Buehler,605135,Chris Bassitt
2025-04-10,778384,Final,ATL,PHI,4,2,Truist Park,680885,Spencer Schwellenbach,666200,Jesús Luzardo
2025-04-11,778375,Final,CLE,KC,7,0,Progressive Field,676440,Tanner Bibee,663460,Kris Bubic
2025-04-11,778374,Final,CIN,PIT,5,3,Great American Ball Park,663903,Brady Singer,663559,Bailey Falter
2025-04-11,778367,Final,TB,ATL,6,3,George M. Steinbrenner Field,671737,Taj Bradley,693821,Bryce Elder
2025-04-11,778370,Final,NYY,SF,1,9,Yankee Stadium,573186,Marcus Stroman,592662,Robbie Ray
2025-04-11,778369,Final,MIA,WSH,4,7,loanDepot park,665795,Edward Cabrera,680730,Mitchell Parker
2025-04-11,778366,Final,CWS,BOS,11,1,Rate Field,663436,Davis Martin,656794,Sean Newcomb
2025-04-11,778368,Final,HOU,LAA,14,3,Daikin Park,669854,Ronel Blanco,686799,Jack Kochanowicz
2025-04-11,778363,Final,MIN,DET,6,7,Target Field,701581,David Festa,681857,Reese Olson
2025-04-11,778365,Final,STL,PHI,2,0,Busch Stadium,669467,Andre Pallante,605400,Aaron Nola
2025-04-11,778361,Final,SD,COL,8,0,Petco Park,601713,Nick Pivetta,608566,Germán Márquez
2025-04-11,778360,Final,SEA,TEX,5,3,T-Mobile Park,682243,Bryce Miller,594798,Jacob deGrom
2025-04-11,778364,Final,AZ,MIL,0,7,Chase Field,593958,Eduardo Rodriguez,500779,Jose Quintana
2025-04-11,778358,Final,ATH,NYM,6,7,Sutter Health Park,676664,JP Sears,656288,Griffin Canning
2025-04-11,778356,Final,LAD,CHC,3,0,Dodger Stadium,808967,Yoshinobu Yamamoto,571510,Matthew Boyd
2025-04-11,778372,Final,BAL,TOR,16,4,Oriole Park at Camden Yards,450203,Charlie Morton,687922,Easton Lucas
2025-04-12,778348,Final,MIN,DET,0,4,Target Field,663978,Chris Paddack,695549,Jackson Jobe
2025-04-12,778347,Final,STL,PHI,1,4,Busch Stadium,571945,Miles Mikolas,650911,Cristopher Sánchez
2025-04-12,778355,Final,NYY,SF,8,4,Yankee Stadium,701542,Will Warren,663855,Jordan Hicks
2025-04-12,778346,Final,ATH,NYM,3,1,Sutter Health Park,669372,J.T. Ginn,656849,David Peterson
2025-04-12,778362,Final,BAL,TOR,5,4,Oriole Park at Camden Yards,608372,Tomoyuki Sugano,670102,Bowden Francis
2025-04-12,778353,Final,TB,ATL,4,5,George M. Steinbrenner Field,656876,Drew Rasmussen,700363,AJ Smith-Shawver
2025-04-12,778349,Final,CWS,BOS,3,2,Rate Field,527048,Martín Pérez,690916,Richard Fitts
2025-04-12,778354,Final,MIA,WSH,7,6,loanDepot park,645261,Sandy Alcantara,592866,Trevor Williams
2025-04-12,778359,Final,CLE,KC,6,3,Progressive Field,682847,Luis L. Ortiz,547179,Michael Lorenzen
2025-04-12,778357,Final,CIN,PIT,5,2,Great American Ball Park,671096,Andrew Abbott,571760,Andrew Heaney
2025-04-12,778351,Final,HOU,LAA,1,4,Daikin Park,687473,Ryan Gusto,542881,Tyler Anderson
2025-04-12,778350,Final,AZ,MIL,5,4,Chase Field,669203,Corbin Burnes,694477,Chad Patrick
2025-04-12,778352,Final,SD,COL,2,0,Petco Park,606996,Kyle Hart,801403,Chase Dollander
2025-04-12,778345,Final,LAD,CHC,0,16,Dodger Stadium,808963,Roki Sasaki,676962,Ben Brown
2025-04-12,778341,Final,SEA,TEX,9,2,T-Mobile Park,693433,Bryan Woo,677958,Kumar Rocker
2025-04-13,778344,Final,BAL,TOR,6,7,Oriole Park at Camden Yards,700249,Cade Povich,621244,José Berríos
2025-04-13,778339,Final,NYY,SF,4,5,Yankee Stadium,607074,Carlos Rodón,657277,Logan Webb
2025-04-13,778342,Final,CLE,KC,2,4,Progressive Field,594902,Ben Lively,666142,Cole Ragans
2025-04-13,778343,Final,CIN,PIT,4,0,Great American Ball Park,668881,Hunter Greene,669387,Carmen Mlodzinski
2025-04-13,778340,Final,TB,ATL,8,3,George M. Steinbrenner Field,671212,Joe Boyle,519242,Chris Sale
2025-04-13,778337,Final,MIA,WSH,11,4,loanDepot park,615698,Cal Quantrill,669022,MacKenzie Gore
2025-04-13,778329,Final,HOU,LAA,7,3,Daikin Park,669713,Hayden Wesneski,543294,Kyle Hendricks
2025-04-13,778335,Final,MIN,DET,5,1,Target Field,680573,Simeon Woods Richardson,663554,Casey Mize
2025-04-13,778338,Final,CWS,BOS,1,3,Rate Field,681343,Shane Smith,676979,Garrett Crochet
2025-04-13,778336,Final,STL,PHI,7,0,Busch Stadium,669461,Matthew Liberatore,554430,Zack Wheeler
2025-04-13,778333,Final,ATH,NYM,0,8,Sutter Health Park,622663,Luis Severino,673540,Kodai Senga
2025-04-13,778330,Final,SD,COL,6,0,Petco Park,650633,Michael King,607536,Kyle Freeland
2025-04-13,778334,Final,SEA,TEX,3,1,T-Mobile Park,669302,Logan Gilbert,543135,Nathan Eovaldi
2025-04-13,778332,Final,AZ,MIL,5,2,Chase Field,668678,Zac Gallen,642547,Freddy Peralta
2025-04-13,778331,Final,LAD,CHC,2,4,Dodger Stadium,607192,Tyler Glasnow,607067,Colin Rea
2025-04-14,778321,Final,PIT,WSH,10,3,PNC Park,694973,Paul Skenes,695418,Brad Lord
2025-04-14,778320,Final,PHI,SF,4,10,Citizens Bank Park,592836,Taijuan Walker,694738,Landen Roupp
2025-04-14,778328,Final,TB,BOS,16,1,George M. Steinbrenner Field,669358,Shane Baz,656557,Tanner Houck
2025-04-14,778327,Final,NYY,KC,4,1,Yankee Stadium,471911,Carlos Carrasco,607625,Seth Lugo
2025-04-14,778322,Final,TOR,ATL,4,8,Rogers Centre,687922,Easton Lucas,656550,Grant Holmes
2025-04-14,778324,Final,MIN,NYM,1,5,Target Field,657746,Joe Ryan,605280,Clay Holmes
2025-04-14,778323,Final,MIL,DET,1,9,American Family Field,641302,Tyler Alexander,669373,Tarik Skubal
2025-04-14,778325,Final,STL,HOU,8,3,Busch Stadium,543243,Sonny Gray,664285,Framber Valdez
2025-04-14,778315,Final,SD,CHC,10,4,Petco Park,656302,Dylan Cease,592791,Jameson Taillon
2025-04-14,778326,Final,LAD,COL,5,3,Dodger Stadium,669160,Dustin May,622608,Antonio Senzatela
2025-04-15,778314,Final,PIT,WSH,0,3,PNC Park,656605,Mitch Keller,663623,Jake Irvin
2025-04-15,778316,Final,CIN,SEA,8,4,Great American Ball Park,666157,Nick Lodolo,622491,Luis Castillo
